Name,Prices,Network_Technology,Network_2gbands,Network_3gbands,Network_4gbands,Network_Speed,Body_Dimensions,Body_Weight,Body_Build,Body_SIM,Display_Type,Display_Resolution,Platform_OS,Platform_Chipset,Platform_Cpu,Platform_Gpu,Memory_Cardslot,Memory_Internalmemory,MainCamera_Cameraspecs,MainCamera_Features,MainCamera_Video,SelfieCamera_Cameraspecs,SelfieCamera_Features,Sound_Feature,Sound_3.5mmjack,COMMS_WLAN,COMMS_Bluetooth,COMMS_NFC,COMMS_Radio,COMMS_USB,Battery_Type,Battery_Charging,Colors,Price
Samsung Galaxy Tab A 8.4 (2020),,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 4, 5, 7, 13, 20, 66","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",202 x 125.2 x 7.1 mm (7.95 x 4.93 x 0.28 in),309 g (10.90 oz),"Glass front, plastic frame, plastic back",Nano-SIM,"8.4 inches, 204.6 cm","1200 x 1920 pixels, 16:10 ratio (~270 ppi density)","Android 10, upgradable to Android 11, One UI 3.1",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),32GB 3GB RAM,"8 MP, AF",,1080p@30fps,5 MP,,"Yes, with dual speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,No,USB Type-C 2.0,Li-Po 5000 mAh,,Mocha,About 240 EUR
Samsung Galaxy A21,[{'32GB 3GB RAM': '$\u200966.00'}],GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 25, 26, 28, 38, 39, 40, 41, 66, 71 - USA","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",167.8 x 76.7 x 8.1 mm (6.61 x 3.02 x 0.32 in),193 g (6.81 oz),"Glass front, plastic back, plastic frame",Nano-SIM,"6.5 inches, 102.0 cm","720 x 1600 pixels, 20:9 ratio (~270 ppi density)","Android 10, One UI 2.0",Mediatek MT6765 Helio P35 (12 nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,microSDXC (dedicated slot),32GB 3GB RAM,"16 MP, f/1.8, (wide), 1/3.06"", 1.0µm, PDAF,
8 MP, f/2.2, (ultrawide), 1/4.0"", 1.12µm,
2 MP, f/2.4, (macro),
2 MP, f/2.4, (depth)","LED flash, panorama, HDR",1080p@30fps,"13 MP, f/2.0, (wide), 1/3.1"", 1.12µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),FM radio,USB Type-C 2.0,Li-Po 4000 mAh,15W wired,Black,
Samsung Galaxy A51 5G,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - SM-A516B/DS,"1, 3, 4, 5, 7, 8, 12, 20, 28, 38, 40, 41 - SM-A516B/DS","HSPA, LTE, 5G",158.9 x 73.6 x 8.7 mm (6.26 x 2.90 x 0.34 in),187 g (6.60 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame",Nano-SIM,"6.5 inches, 102.0 cm","1080 x 2400 pixels, 20:9 ratio (~405 ppi density)","Android 10, upgradable to Android 13, One UI 5",Exynos 980 (8 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),Mali-G76 MP5,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
12 MP, f/2.2, 123˚ (ultrawide),
5 MP, f/2.4, (macro),
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/120fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@30fps",Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,"FM radio, RDS, recording","USB Type-C 2.0, OTG",Li-Po 4500 mAh,15W wired,"Prism Cube Black, Prism Cube White, Prism Cube Pink",About 180 EUR
Samsung Galaxy A71 5G,"[{'128GB 6GB RAM': '$\u2009133.44'}, {'128GB 8GB RAM': '£\u2009344.00'}]",GSM / CDMA / HSPA / EVDO / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 - SM-A716B,"1, 3, 4, 5, 7, 8, 12, 20, 28, 34, 38, 39, 40, 41 - SM-A716B","HSPA, LTE, 5G",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),185 g (6.53 oz),"Glass front (Gorilla Glass 3), plastic back, aluminum frame",Nano-SIM,"6.7 inches, 108.4 cm","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, upgradable to Android 13, One UI 5",Exynos 980 (8 nm),Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),Mali-G76 MP5,microSDXC (uses shared SIM slot),"128GB 6GB RAM, 128GB 8GB RAM","64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF,
12 MP, f/2.2, 123˚ (ultrawide),
5 MP, f/2.4, (macro),
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm","4K@30fps, 1080p@30fps",Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market dependent),FM radio,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,25W wired,"Prism Cube Black, Prism Cube Sliver, Prism Cube Blue",
Samsung Galaxy A Quantum,,GSM / HSPA / LTE / 5G,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 , LTE,"HSPA, LTE, 5G",162.5 x 75.5 x 8.1 mm (6.40 x 2.97 x 0.32 in),185 g (6.53 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM,"6.7 inches, 108.4 cm","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 10, One UI 2","Exynos 980 (8 nm), QRNG security chipset",Octa-core (2x2.2 GHz Cortex-A77 & 6x1.8 GHz Cortex A55),Mali-G76 MP5,microSDXC (dedicated slot),128GB 8GB RAM,"64 MP, f/1.8, 26mm (wide), 1/1.72"", 0.8µm, PDAF,
12 MP, f/2.2, 12mm (ultrawide),
5 MP, f/2.4, (macro),
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps, 1080p@960fps; gyro-EIS","32 MP, f/2.2, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,No,"USB Type-C 2.0, OTG",Li-Po 4500 mAh,25W wired,"Prism Cube Black, Prism Cube Sliver, Prism Cube Blue",About 500 EUR
Samsung Galaxy A30,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA, LTE",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),165 g (5.82 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM,"6.4 inches, 100.5 cm","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 9.0 (Pie), upgradable to Android 11",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM","16 MP, f/1.7, 27mm (wide), PDAF,
5 MP, f/2.2, 12mm, (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,FM radio,"USB Type-C 2.0, OTG","Li-Po 4000 mAh, non-removable",15W wired,"Black, Blue, Red, White",About 110 EUR
Samsung Galaxy A40,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat12 600/150 Mbps",144.4 x 69.2 x 7.9 mm (5.69 x 2.72 x 0.31 in),140 g (4.94 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM,"5.9 inches, 85.5 cm","1080 x 2340 pixels, 19.5:9 ratio (~437 ppi density)","Android 9.0 (Pie), upgradable to Android 11",Exynos 7904 (14 nm),Octa-core (2x1.77 GHz Cortex-A73 & 6x1.59 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"64GB 4GB RAM, 128GB 4GB RAM","16 MP, f/1.7, 26mm (wide), PDAF,
5 MP, f/2.2, 13mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"25 MP, f/2.0, 25mm (wide), 1/2.8"", 0.9µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,FM radio,USB Type-C 2.0,"Li-Po 3100 mAh, non-removable",15W wired,"Black, White, Blue, Coral",About 260 EUR
Samsung Galaxy A50,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA, LTE",158.5 x 74.7 x 7.7 mm (6.24 x 2.94 x 0.30 in),166 g (5.86 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM,"6.4 inches, 100.5 cm","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 9.0 (Pie), upgradable to Android 11, One UI 3.0",Exynos 9610 (10 nm),Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53),Mali-G72 MP3,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM","25 MP, f/1.7, 26mm (wide), PDAF,
8 MP, f/2.2, 13mm (ultrawide), 1/4.0"", 1.12µm,
5 MP, f/2.2, (depth)","LED flash, panorama, HDR",1080p@30fps,"25 MP, f/2.0, 25mm (wide), 1/2.8"", 0.9µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market dependent),FM radio,"USB Type-C 2.0, OTG","Li-Po 4000 mAh, non-removable",15W wired,"Black, White, Blue, Coral",About 270 EUR
Samsung Galaxy A60,,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 34, 38, 39, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 400/50 Mbps",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),168 g (5.93 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM,"6.3 inches, 97.4 cm","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 9.0 (Pie), upgradable to Android 11, One UI 3.0",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,microSDXC (uses shared SIM slot),"64GB 6GB RAM, 128GB 6GB RAM","32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF,
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm,
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,FM radio,USB Type-C 2.0,"Li-Po 3500 mAh, non-removable",15W wired,"Daybreak Black, Seawater Blue, Cocktail Orange, Peach Mist, Gradient Red",About 290 EUR
Samsung Galaxy A70,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 28, 38, 40, 41, 66 - SM-A705YN/DS","HSPA, LTE",164.3 x 76.7 x 7.9 mm (6.47 x 3.02 x 0.31 in),183 g (6.46 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM,"6.7 inches, 108.4 cm","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 9.0 (Pie), upgradable to Android 11, One UI 3.1",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,microSDXC (dedicated slot),"64GB, 128GB 6GB RAM, 128GB 8GB RAM","32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF,
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm,
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/240fps","32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),FM radio,"USB Type-C 2.0, OTG","Li-Po 4500 mAh, non-removable",25W wired,"Coral, Blue, Black, White",About 90 EUR
Samsung Galaxy A80,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 ,"1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 20, 26, 28, 38, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE (3CA) Cat11 600/75 Mbps",165.2 x 76.5 x 9.3 mm (6.50 x 3.01 x 0.37 in),220 g (7.76 oz),"Glass front (Gorilla Glass 3), glass back (Gorilla Glass 6), aluminum frame",Nano-SIM,"6.7 inches, 108.4 cm","1080 x 2400 pixels, 20:9 ratio (~393 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2.0",Qualcomm SDM730 Snapdragon 730 (8 nm),Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver),Adreno 618,No,128GB 8GB RAM,"48 MP, f/2.0, 26mm (wide), 1/2.0"", 0.8µm, PDAF,
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm,
TOF 3D, f/1.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30/60fps (gyro-EIS), 720p@480fps",Motorized pop-up rotating main camera module,"4K@30fps, 1080p@30/60fps (gyro-EIS)",Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,FM radio,USB Type-C 2.0,"Li-Po 3700 mAh, non-removable",25W wired,"Angel Gold, Ghost White, Phantom Black",About 380 EUR
Samsung Galaxy M10,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 300/50 Mbps",155.6 x 75.6 x 7.7 mm (6.13 x 2.98 x 0.30 in),163 g (5.75 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.22 inches, 96.6 cm","720 x 1520 pixels, 19:9 ratio (~270 ppi density)","Android 9.0 (Pie), upgradable to Android 10, One UI 2",Exynos 7870 Octa (14 nm),Octa-core 1.6 GHz Cortex-A53,Mali-T830 MP1,microSDXC (dedicated slot),"16GB 2GB RAM, 32GB 3GB RAM","13 MP, f/1.9, 27mm (wide), 1/3.1"", 1.12µm, PDAF,
5 MP, f/2.2, 12mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"5 MP, f/2.0, 32mm (normal)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","4.2, A2DP, LE",No,FM radio,microUSB 2.0,"Li-Ion 3400 mAh, non-removable",,"Ocean Blue, Charcoal Black",About 240 EUR
Samsung Galaxy M20,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 7, 8, 20, 38, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat12 600/50 Mbps",156.4 x 74.5 x 8.8 mm (6.16 x 2.93 x 0.35 in),186 g (6.56 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.3 inches, 97.4 cm","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM","13 MP, f/1.9, 1/3.1"", 1.12µm, PDAF,
5 MP, f/2.2, 12mm (ultrawide)","LED flash, panorama, HDR",1080p@30fps,"8 MP, f/2.0, 25mm (wide)",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 b/g/n, Wi-Fi Direct","5.0, A2DP, LE",Yes (market/region dependent),"FM radio, RDS, recording",USB Type-C 2.0,"Li-Po 5000 mAh, non-removable",15W wired,"Ocean Blue, Charcoal Black",About 400 EUR
Samsung Galaxy M30,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 1900 / 2100 ,"1, 3, 5, 8, 20, 40, 41","HSPA, LTE",159 x 75.1 x 8.5 mm (6.26 x 2.96 x 0.33 in),174 g (6.14 oz),"Glass front, plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.4 inches, 100.5 cm","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Android 8.1 (Oreo), upgradable to Android 10, One UI 2",Exynos 7904 (14 nm),Octa-core (2x1.8 GHz Cortex-A73 & 6x1.6 GHz Cortex-A53),Mali-G71 MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM","13 MP, f/1.9, PDAF,
5 MP, f/2.2, 12mm (ultrawide),
5 MP, f/2.2, (depth)","LED flash, panorama, HDR",1080p@30fps,"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,Yes,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",No,"FM radio, RDS, recording",USB Type-C 2.0,"Li-Po 5000 mAh, non-removable",15W wired,"Black, Blue",About 260 EUR
Samsung Galaxy M40,,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 900 / 2100 ,"1, 3, 5, 8, 40, 41","HSPA 42.2/5.76 Mbps, LTE (2CA) Cat6 400/50 Mbps",155.3 x 73.9 x 7.9 mm (6.11 x 2.91 x 0.31 in),168 g (5.93 oz),"Glass front (Gorilla Glass 3), plastic back, plastic frame",Nano-SIM + Nano-SIM,"6.3 inches, 97.4 cm","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 9.0 (Pie), upgradable to Android 11, One UI 3.1",Qualcomm SDM675 Snapdragon 675 (11 nm),Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM","32 MP, f/1.7, 26mm (wide), 1/2.8"", 0.8µm, PDAF,
8 MP, f/2.2, 12mm (ultrawide), 1/4.0"", 1.12µm, PDAF,
5 MP, f/2.2, (depth)","LED flash, panorama, HDR","4K@30fps, 1080p@30fps","16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm",1080p@30fps,Yes,No,"WLANWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct","5.0, A2DP, LE",Yes,FM radio,USB Type-C 2.0,"Li-Po 3500 mAh, non-removable",15W wired,"Seawater Blue, Midnight Blue, Cocktail Orange",About 200 EUR
Samsung Galaxy S10e,"[{'128GB 6GB RAM': '$\u2009126.49'}, {'256GB 8GB RAM': '$\u2009130.06'}]",GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global, USA","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE (7CA) Cat20 2000/150 Mbps",142.2 x 69.9 x 7.9 mm (5.60 x 2.75 x 0.31 in),150 g (5.29 oz),"Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"5.8 inches, 82.8 cm","1080 x 2280 pixels, 19:9 ratio (~438 ppi density)","Android 9.0 (Pie), upgradable to Android 12, One UI 4.1",Exynos 9820 (8 nm) - EMEA/LATAM,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA/LATAM,Mali-G76 MP12 - EMEA/LATAM,microSDXC (uses shared SIM slot) - dual SIM model only,"128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@60fps (no EIS), 4K@30fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/1.9, 26mm (wide), 1/3"", 1.22µm, dual pixel PDAF","4K@30/60fps, 1080p@30fps","Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX",Yes,FM radio (USA & Canada only),USB Type-C 3.1,"Li-Ion 3100 mAh, non-removable","15W wired, PD2.0","Prism White, Prism Black, Prism Green, Prism Blue, Canary Yellow, Flamingo Pink",
Samsung Galaxy S10,"[{'128GB 6GB RAM': '$\u2009142.93'}, {'128GB 8GB RAM': '$\u2009154.95'}, {'512GB 8GB RAM': 'C$\u2009413.00'}]",GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global, USA","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE (7CA) Cat20 2000/150 Mbps",149.9 x 70.4 x 7.8 mm (5.90 x 2.77 x 0.31 in),157 g (5.54 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"6.1 inches, 93.2 cm","1440 x 3040 pixels, 19:9 ratio (~550 ppi density)","Android 9.0 (Pie), upgradable to Android 12, One UI 4.1",Exynos 9820 (8 nm) - EMEA/LATAM,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA/LATAM,Mali-G76 MP12 - EMEA/LATAM,microSDXC (uses shared SIM slot) - dual SIM model only,"128GB 6GB RAM, 128GB 8GB RAM, 512GB 8GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom,
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@60fps (no EIS), 4K@30fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/1.9, 26mm (wide), 1/3"", 1.22µm, dual pixel PDAF","4K@30/60fps, 1080p@30fps","Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX",Yes,FM radio (USA & Canada only),"USB Type-C 3.1, OTG, DisplayPort","Li-Ion 3400 mAh, non-removable","15W wired, PD2.0","Prism White, Prism Black, Prism Green, Prism Blue, Canary Yellow, Flamingo Pink, Cardinal Red, Smoke Blue",
Samsung Galaxy S10+,"[{'128GB 8GB RAM': '$\u2009299.99'}, {'512GB 8GB RAM': '$\u2009529.99'}, {'128GB 6GB RAM': 'C$\u2009254.74'}]",GSM / CDMA / HSPA / EVDO / LTE,GSM 850 / 900 / 1800 / 1900 ,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global, USA","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 32, 38, 39, 40, 41, 66 - Global","HSPA 42.2/5.76 Mbps, LTE (7CA) Cat20 2000/150 Mbps",157.6 x 74.1 x 7.8 mm (6.20 x 2.92 x 0.31 in),175 g / 198 g (ceramic) (6.17 oz),"Glass front (Gorilla Glass 6), glass back (Gorilla Glass 5), aluminum frame",Nano-SIM,"6.4 inches, 103.8 cm","1440 x 3040 pixels, 19:9 ratio (~522 ppi density)","Android 9.0 (Pie), upgradable to Android 12, One UI 4.1",Exynos 9820 (8 nm) - EMEA/LATAM,Octa-core (2x2.73 GHz Mongoose M4 & 2x2.31 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) - EMEA/LATAM,Mali-G76 MP12 - EMEA/LATAM,microSDXC (uses shared SIM slot) - dual SIM model only,"128GB 6GB RAM, 128GB 8GB RAM, 512GB 8GB RAM, 1TB 12GB RAM","12 MP, f/1.5-2.4, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS,
12 MP, f/2.4, 52mm (telephoto), 1/3.6"", 1.0µm, AF, OIS, 2x optical zoom,
16 MP, f/2.2, 12mm (ultrawide), 1/3.1"", 1.0µm, Super Steady video","LED flash, auto-HDR, panorama","4K@60fps (no EIS), 4K@30fps, 1080p@30/60/240fps, 720p@960fps, HDR10+, stereo sound rec., gyro-EIS & OIS","10 MP, f/1.9, 26mm (wide), 1/3"", 1.22µm, dual pixel PDAF,
8 MP, f/2.2, 22mm (wide), 1/4.0"", 1.12µm, depth sensor","4K@30/60fps, 1080p@30fps","Yes, with stereo speakers",Yes,"WLANWi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct","5.0, A2DP, LE, aptX",Yes,FM radio (USA & Canada only),"USB Type-C 3.1, OTG, DisplayPort","Li-Ion 4100 mAh, non-removable","15W wired, PD2.0","Prism White, Prism Black, Prism Green, Prism Blue, Canary Yellow, Flamingo Pink, Ceramic Black, Ceramic White, Cardinal Red, Smoke Blue",
